Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,287864,,,,266863763,,3245462235,,,2
H5,2018,2018,2018,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,308,,,,274546,,2937142,,,4
H5,2018,2018,2018,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,4559,,,,3067938,,21102461,,,0
H5,2018,2018,2018,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,1306,,,,2134949,,14728986,,,2
H5,2018,2018,2018,6,1,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,6714,,,,2174860,,26464142,,,0
H5,2018,2018,2018,6,1,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,41,,,,273417,,472847,,,2
H5,2018,2018,2018,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,885,,,,595551,,6371294,,,4
H5,2018,2018,2018,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,7434,,,,7385968,,59528581,,,0
H5,2018,2018,2018,6,1,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,279807,,3282789,,,6
H5,2018,2018,2018,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,3788,,,,524306,,2935100,,,0
H5,2018,2018,2018,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,76005,,,,,,443644254,,,0
H5,2018,2018,2018,6,1,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,15231,,,,7276468,,77844741,,,6
H5,2018,2018,2018,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,19013,,,,20560092,,219954931,,,4
H5,2018,2018,2018,6,1,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,16690,,,,10675639,,54987952,,,0
H5,2018,2018,2018,6,1,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,1574,,,,2369191,,17749103,,,2
H5,2018,2018,2018,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,13048,,,,14115030,,142297587,,,2
H5,2018,2018,2018,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,,,24949124,,,6
H5,2018,2018,2018,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,36158,,,,34223989,,337439455,,,0
H5,2018,2018,2018,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,40225,,,,40105025,,429049543,,,4
H5,2018,2018,2018,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,6214,,,,4247545,,31483925,,,0
H5,2018,2018,2018,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,576,,,,893587,,6494033,,,2
H5,2018,2018,2018,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,3042,,,,2986051,,35340719,,,0
H5,2018,2018,2018,6,1,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,61,,,,129935,,1390072,,,4
H5,2018,2018,2018,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,27932,,,,27588523,,359264194,,,0
H5,2018,2018,2018,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,392446,,,,413580436,,4424545188,,,6
H5,2018,2018,2018,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,428824,,,,444632216,,5228355967,,,2
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,9972,,,,,,112432023,,,6
H5,2018,2018,2018,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,23927193,,220149674,,,6
H5,2018,2018,2018,6,1,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,78,,,,65689,,886764,,,2
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,664,,,,698698,,7474783,,,6
H5,2018,2018,2018,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,24359,,,,24209317,,294742955,,,0
H5,2018,2018,2018,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,2704,,,,2696543,,31357873,,,2
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,292,,,,685165,,3297096,,,6
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,19985,,,,20120093,,225316132,,,6
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,30377,,,,32012920,,342479000,,,6
H5,2018,2018,2018,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,307276,,,,342668652,,3378088750,,,0
H5,2018,2018,2018,6,1,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,155,,,,326436,,1752637,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,32033,,,,47464210,,507779204,,,4
H5,2018,2018,2018,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,253,,,,446572,,2862989,,,2
H5,2018,2018,2018,6,1,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,243,,,,,,2746793,,,6
H5,2018,2018,2018,6,1,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,750,,,,760602,,8463000,,,2
H5,2018,2018,2018,6,1,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,365,,,,482657,,7440575,,,0
H5,2018,2018,2018,6,1,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,5,,,,2840,,22700,,,0
H5,2018,2018,2018,6,1,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,303,,,,284451,,3423314,,,2
H5,2018,2018,2018,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,3176,,,,2582902,,31128172,,,0
H5,2018,2018,2018,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,2626,,,,1983248,,18139981,,,0
H5,2018,2018,2018,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,5385,,,,10273796,,93762439,,,0
H5,2018,2018,2018,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,609,,,,1609319,,6871774,,,2
H5,2018,2018,2018,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,1470,,,,134599,,1439966,,,4
H5,2018,2018,2018,6,1,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,45,,,,41501,,443992,,,4
H5,2018,2018,2018,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,3913398,,26973309,,,6
H5,2018,2018,2018,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,2020,,,,1600926,,14513520,,,2
H5,2018,2018,2018,6,1,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,9103,,,,9497036,,110946448,,,0
H5,2018,2018,2018,6,1,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,280,,,,259436,,475141,,,0
H5,2018,2018,2018,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,958,,,,999184,,8294711,,,0
H5,2018,2018,2018,6,1,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,4568,,,,3922469,,38046140,,,0
H5,2018,2018,2018,6,1,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,1456238,,3070069,,,6
H5,2018,2018,2018,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,775,,,,817334,,8743967,,,6
H5,2018,2018,2018,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,181993,,,,185201126,,2248228261,,,4
H5,2018,2018,2018,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,12613,,,,7657257,,81918479,,,4
H5,2018,2018,2018,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,827,,,,1407179,,9327053,,,2
H5,2018,2018,2018,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,11764,,,,7987922,,130182298,,,0
H5,2018,2018,2018,6,1,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,65,,,,,,210030,,,0
H5,2018,2018,2018,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,855680,,,,50672855,,542105768,,,6
H5,2018,2018,2018,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,3178,,,,4862956,,35835074,,,2
H5,2018,2018,2018,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,45438,,,,19225739,,109696946,,,0
H5,2018,2018,2018,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,98797,,,,105588064,,995510348,,,0
H5,2018,2018,2018,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,49362,,,,59904249,,556524524,,,2
H5,2018,2018,2018,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,11313,,,,12263913,,114337200,,,6
H5,2018,2018,2018,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,20877,,,,6439256,,55988888,,,0
H5,2018,2018,2018,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,2572,,,,5463061,,29005327,,,2
H5,2018,2018,2018,6,1,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,35,,,,26996,,353997,,,0
H5,2018,2018,2018,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,130,,,,91814,,982242,,,4
H5,2018,2018,2018,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,12898,,,,3123263,,33413135,,,6
H5,2018,2018,2018,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",1,No Quantity,0,,,,17615341,,187904737,,,6
H5,2018,2018,2018,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,22672,,,,24869710,,239529569,,,0
H5,2018,2018,2018,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,63594,,,,,,520379427,,,0
H5,2018,2018,2018,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,9053,,,,5500706,,12658190,,,0
H5,2018,2018,2018,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,188096,,,,175368154,,1710979784,,,0
H5,2018,2018,2018,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,54832,,,,59450049,,639411097,,,4
H5,2018,2018,2018,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,12198,,,,43398080,,535316156,,,2
H5,2018,2018,2018,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,209,,,,476247,,2364134,,,2
H5,2018,2018,2018,6,1,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,4201,,,,6043364,,47372069,,,6
H5,2018,2018,2018,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,20468,,,,25019051,,250267277,,,0
H5,2018,2018,2018,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,79,,,,82880,,480159,,,0
H5,2018,2018,2018,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,1293,,,,1088538,,6824239,,,0
H5,2018,2018,2018,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,330895,,,,386576028,,4242431383,,,6
H5,2018,2018,2018,6,1,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,1376,,,,5003614,,15518788,,,2
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,379665,,,,156259498,,1671687421,,,4
H5,2018,2018,2018,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,14774,,,,12486913,,98251045,,,0
H5,2018,2018,2018,6,1,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,89,,,,0,,710721,,,4
H5,2018,2018,2018,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,870321,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc",5,Number of items,295,,,,1312145,,3335903,,,2
H4,2016,2016,2016,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1580,,,,1528097,,2995539,,,0
H4,2016,2016,2016,6,1,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,881,,,,798040,,7365357,,,2
H4,2016,2016,2016,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,200,,,,147294,,1767509,,,2
H4,2016,2016,2016,6,1,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,363,,,,232911,,2436563,,,0
H4,2016,2016,2016,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,22,,,,21842,,130975,,,0
H4,2016,2016,2016,6,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,29037,,,,20078723,,192124816,,,0
H4,2016,2016,2016,6,1,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,35113,,,,15223248,,134802608,,,4
H4,2016,2016,2016,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,32779,,,,27505253,,288670207,,,2
H4,2016,2016,2016,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,216,,,,347719,,5381385,,,0
H4,2016,2016,2016,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,50,,,,18106,,205171,,,0
H4,2016,2016,2016,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,242879,,,,183318297,,2138908660,,,2
H4,2016,2016,2016,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,277,,,,161080,,1541622,,,4
H4,2016,2016,2016,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,4112,,,,2763472,,21469574,,,0
H4,2016,2016,2016,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,627,,,,1097723,,5238073,,,2
H4,2016,2016,2016,6,1,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,173,,,,630993,,2522017,,,2
H4,2016,2016,2016,6,1,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,25323,,,,23001908,,239312347,,,0
H4,2016,2016,2016,6,1,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,78,,,,237244,,649424,,,2
H4,2016,2016,2016,6,1,1,Import,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,69,,,,60036,,574581,,,6
H4,2016,2016,2016,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1168,,,,882332,,8444410,,,4
H4,2016,2016,2016,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,4897,,,,4365815,,31731585,,,0
H4,2016,2016,2016,6,1,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,260,,,,1182461,,11071332,,,4
